Date,CT,FT,IT
2015/7/1,62.6,64.6,70.8
2015/7/2,62.8,65.3,70.4
2015/7/3,68,63.9,69.9
2015/7/4,72.2,66.5,71.9
2015/7/5,76,71.9,73.3
2015/7/6,78.4,73.5,74.2
2015/7/7,69,72.9,74.8
2015/7/8,62.5,62.9,62.7
2015/7/9,66.3,66.6,69.4
2015/7/10,71.5,68.9,68
2015/7/11,73.7,72.6,68.9
2015/7/12,75,74.6,76
2015/7/13,78,72.1,74.2
2015/7/14,78,73.8,77.6
2015/7/15,68.2,67,72.1
2015/7/16,69.4,65.2,71.9
2015/7/17,80,74.2,77.6
2015/7/18,82.5,78.8,77.3
2015/7/19,82.1,79,80.6
2015/7/20,77.6,74.3,78.2
2015/7/21,77.1,74.1,76
2015/7/22,75.9,69.3,71.9
2015/7/23,77.7,71.1,74.7
2015/7/24,79.2,76.3,75.8
2015/7/25,80.8,78.1,76.7
2015/7/26,77.4,76.8,79.7
2015/7/27,80.3,76.8,76.2
2015/7/28,82.9,78.3,81.3
2015/7/29,83.3,79.1,82.4
2015/7/30,80,76.1,76.4
2015/7/31,80.7,75.8,77.1
2015/8/1,78.2,72.9,74.6
2015/8/2,82.5,74.9,75
2015/8/3,77.8,70.8,79.5
2015/8/4,75,69.4,74.2
2015/8/5,75.6,67.8,74.8
2015/8/6,76.2,67.9,70.1
2015/8/7,76.4,68.3,69.7
2015/8/8,78.1,70.5,73.9
2015/8/9,74.6,73.4,75.1
2015/8/10,77.8,73.2,77.3
2015/8/11,75,71.9,74.4
2015/8/12,72.7,68.7,71.3
2015/8/13,75.6,71.6,71.8
2015/8/14,79.4,77.3,74.3
2015/8/15,78,72.5,75.3
2015/8/16,80.7,78.6,74.6
2015/8/17,81.2,80.6,73.6
2015/8/18,75.8,77.2,73.1
2015/8/19,73.9,79.1,76.3
2015/8/20,67.2,71.1,68.5
2015/8/21,71.7,67.6,68.2
2015/8/22,75.3,69.4,70.8
2015/8/23,74.1,70,73.8
2015/8/24,67.4,65.3,66.7
2015/8/25,65.4,60.5,64
2015/8/26,64.2,62.2,68.3
2015/8/27,65.5,62.2,68
2015/8/28,68.8,61.1,69.2
2015/8/29,70.8,68.7,71.9
2015/8/30,71,72.4,76.5
2015/8/31,74.8,70.4,75.8
2015/9/1,80.8,74.4,77.1
2015/9/2,82.2,79.4,77.7
2015/9/3,83.9,73.9,79.2
2015/9/4,76.9,73.4,80.2
2015/9/5,76.9,76.2,76.7
2015/9/6,82.8,77.6,77.6
2015/9/7,83.6,80.1,80.5
2015/9/8,80,77.8,80.8
2015/9/9,72.4,73.8,72.2
2015/9/10,66.6,65,71.6
2015/9/11,63.4,64.3,65.2
2015/9/12,59.2,57.5,59.5
2015/9/13,60.3,55.5,57.8
2015/9/14,67.4,61.2,61.7
2015/9/15,73.7,72.3,67.2
2015/9/16,73.5,71,69.5
2015/9/17,75,70.8,70.5
2015/9/18,74.2,71,71.7
2015/9/19,66.8,69.8,71
2015/9/20,62.4,58.1,62.1
2015/9/21,64.5,60.3,62.9
2015/9/22,67.8,61.7,66.4
2015/9/23,70.6,63.2,68.6
2015/9/24,69.7,65.2,69.4
2015/9/25,69.6,67.2,69.5
2015/9/26,69.2,65.7,67.7
2015/9/27,70.1,66.5,68
2015/9/28,72.4,72,71.5
2015/9/29,67.6,68.9,71.6
2015/9/30,59.2,56.5,62.6
2015/10/1,57.4,52.7,57.8
2015/10/2,56.6,51.9,55.8
2015/10/3,52.9,50,49.1
2015/10/4,53.4,52,57.9
2015/10/5,58.4,60,63.6
2015/10/6,60.8,59.2,64.3
2015/10/7,62.3,58.5,64.1
2015/10/8,64.5,57.2,67.8
2015/10/9,62,61.6,64.5
2015/10/10,55.6,52,55
2015/10/11,63.3,62,57.2
2015/10/12,68.2,66.1,64.2
2015/10/13,57.5,57.3,58.2
2015/10/14,54.4,53,54.4
2015/10/15,57.3,52.8,53.9
2015/10/16,51.1,46.4,53.1
2015/10/17,44.8,40.7,43.9
2015/10/18,46.8,41.3,43.5
2015/10/19,57.7,49.8,49.8
2015/10/20,65,64.3,59.3
2015/10/21,66.2,60.7,61.5
2015/10/22,61.2,61.7,66.6
2015/10/23,57.4,49.1,63.6
2015/10/24,63.8,58.9,66.7
2015/10/25,52.8,54.5,54.7
2015/10/26,52.2,47.3,52.4
2015/10/27,54.7,51.1,52.6
2015/10/28,53.8,55.7,56.2
2015/10/29,42.2,46.6,45.3
2015/10/30,46.9,47.3,46.3
2015/10/31,48.8,48.3,48.4
2015/11/1,54.7,54.5,56.2
2015/11/2,60.3,53.2,56.1
2015/11/3,61,63.3,58.6
2015/11/4,60.3,61.9,62.6
2015/11/5,65.6,65.8,66.5
2015/11/6,55.8,62,60.7
2015/11/7,46.4,48.1,48.2
2015/11/8,44,40.1,43.7
2015/11/9,46.1,41.8,44.9
2015/11/10,48.9,44.9,46.1
2015/11/11,51.7,45.7,47.1
2015/11/12,49.7,51.2,52
2015/11/13,43.3,44.3,45.2
2015/11/14,42.3,42.5,39.1
2015/11/15,54.1,52.5,49.5
2015/11/16,53.1,52.2,47.5
2015/11/17,53.1,52.7,50.1
2015/11/18,60.1,61.4,59
2015/11/19,46,54.6,50.7
2015/11/20,38.2,40.5,38.9
2015/11/21,33.6,34.6,40.2
2015/11/22,21.4,28.8,25.3
2015/11/23,31,27.3,32.7
2015/11/24,34.7,33.1,38.5
2015/11/25,44.7,38.4,45.7
2015/11/26,55,51.9,54.7
2015/11/27,47.6,53.2,58.8
2015/11/28,39,34.9,42.2
2015/11/29,36.8,28.5,39
2015/11/30,42.1,32.8,40.5
2015/12/1,43.5,42.3,45.8
2015/12/2,36.5,37,34.4
2015/12/3,34.2,37.9,30.6
2015/12/4,38.3,42.5,31.6
2015/12/5,36.3,37.9,31.7
2015/12/6,38.7,35.3,36.1
2015/12/7,37.2,31,42
2015/12/8,41.9,38.5,43.3
2015/12/9,48.2,46.5,48.2
2015/12/10,50,46.2,47.2
2015/12/11,49.1,50.9,48.8
2015/12/12,55.3,47.8,62.8
2015/12/13,59.7,56.8,59.9
2015/12/14,56.5,59.7,56.6
2015/12/15,43.2,45.8,42.1
2015/12/16,45.1,43.3,43.5
2015/12/17,34.9,41.2,36.1
2015/12/18,29.8,33.1,30.7
2015/12/19,25.3,27.7,28.3
2015/12/20,37.8,32.4,34.7
2015/12/21,47.8,45.5,47.7
2015/12/22,41.6,50.3,49.6
2015/12/23,50.6,49.1,55.2
2015/12/24,43.2,51.5,47.5
2015/12/25,41.2,43,47.2
2015/12/26,41.6,35.4,45.7
2015/12/27,41.2,38.9,49.3
2015/12/28,35.4,30.7,37.4
2015/12/29,35.5,37.1,39.5
2015/12/30,30.1,35.6,33.5
2015/12/31,27.7,33.5,30.2
2016/1/1,25.3,29.2,27.3
2016/1/2,28.6,31.6,29.8
2016/1/3,28.8,32.8,30
2016/1/4,28.5,24.5,29.7
2016/1/5,27.5,17,25.7
2016/1/6,31.1,28,28.1
2016/1/7,38.6,35.2,35.7
2016/1/8,41.9,36,43.4
2016/1/9,40.5,43.8,47.5
2016/1/10,20.6,34.7,28.3
2016/1/11,8.3,16.4,11.8
2016/1/12,16.2,19.5,23.3
2016/1/13,9,16.6,9.1
2016/1/14,33.9,22.9,31.3
2016/1/15,41.1,35.4,43.8
2016/1/16,30.4,33.3,31.1
2016/1/17,9.6,21.5,20.3
2016/1/18,2.8,14.2,6
2016/1/19,8.1,15.9,9.1
2016/1/20,18.8,18,18.3
2016/1/21,21.3,21.9,19.2
2016/1/22,27.3,26.8,23.2
2016/1/23,30,26.8,24.2
2016/1/24,29.1,26.9,24.2
2016/1/25,34.3,34.3,33.3
2016/1/26,33.5,39.6,37.7
2016/1/27,29.1,32,28.3
2016/1/28,35.7,32.3,33.9
2016/1/29,30.5,27.6,34.4
2016/1/30,39.9,35.8,42.3
2016/1/31,44.6,44.8,51.7
2016/2/1,37.1,41.2,43.1
2016/2/2,37.1,32.7,40.6
2016/2/3,37.3,44.9,49.5
2016/2/4,28.1,33.5,29.7
2016/2/5,30.5,28.1,27.9
2016/2/6,32.3,32.1,29.7
2016/2/7,39.8,39.3,40.2
2016/2/8,32.4,40.1,35.4
2016/2/9,20.4,32,21.5
2016/2/10,15.2,21.7,14.7
2016/2/11,15.4,13.8,16.4
2016/2/12,21,16.6,22.2
2016/2/13,11.5,7.8,15.2
2016/2/14,15.8,5.6,15.6
2016/2/15,22.5,20.9,23.7
2016/2/16,29.2,28.8,31.2
2016/2/17,30.8,28.3,32.5
2016/2/18,32.5,16.7,34.9
2016/2/19,50.2,42.3,48.5
2016/2/20,51.2,50.6,55.4
2016/2/21,41.5,41.3,50.4
2016/2/22,36.7,33.2,40.4
2016/2/23,37.9,37.3,39.7
2016/2/24,36.4,33.7,36.2
2016/2/25,34.4,32.4,33.1
2016/2/26,32.7,27.1,33
2016/2/27,38.1,33.7,36.5
2016/2/28,52.2,48.8,51.4
2016/2/29,42.1,40.5,46.8
2016/3/1,29.8,25.1,41.7
2016/3/2,23.2,21.8,26.9
2016/3/3,31.2,18,34.4
2016/3/4,31.9,26,34.1
2016/3/5,34.6,29.2,36.2
2016/3/6,40.8,27.1,40.9
2016/3/7,52.6,46.9,51.9
2016/3/8,63.2,58.8,61.6
2016/3/9,62.1,64.3,61.9
2016/3/10,50.1,55.3,56
2016/3/11,44.1,43.1,47.3
2016/3/12,46.1,44.8,52.7
2016/3/13,48,49,59.4
2016/3/14,46.3,51.3,59
2016/3/15,52.1,50.5,60.2
2016/3/16,54.7,51.3,59.7
2016/3/17,50,49.2,51.3
2016/3/18,42.9,41,47.7
2016/3/19,39.5,33.6,45.1
2016/3/20,38.8,33.5,38.6
2016/3/21,40.1,36.5,38.5
2016/3/22,52.1,42.9,49.3
2016/3/23,45.7,41,58.5
2016/3/24,38.7,38.9,59.9
2016/3/25,35.8,34.5,40.2
2016/3/26,42.7,38.5,43.8
2016/3/27,50.2,48,56.4
2016/3/28,46.2,47,46.8
2016/3/29,45.9,40.9,45.5
2016/3/30,51.4,46.4,51.4
2016/3/31,60.9,60.3,58.9
2016/4/1,45.1,47.4,50.3
2016/4/2,36.8,37.2,42.8
2016/4/3,43.1,29.5,39.9
2016/4/4,40.4,33.8,48.7
2016/4/5,36.1,29.7,35.7
2016/4/6,46.3,39.7,49.5
2016/4/7,41.3,40.3,43
2016/4/8,38.9,35.2,36.7
2016/4/9,31.1,31.3,33.6
2016/4/10,39.1,31.1,40.8
2016/4/11,49.3,47.4,51.7
2016/4/12,41.4,40,42.1
2016/4/13,44.7,42.4,46.6
2016/4/14,50.2,45.3,52.4
2016/4/15,55.2,51,57.9
2016/4/16,61,60,64.7
2016/4/17,64.7,62.1,66.5
2016/4/18,68.2,65.4,68.7
2016/4/19,55.9,57.7,69.3
2016/4/20,61.5,55,65.6
2016/4/21,62.8,58.2,61.7
2016/4/22,52.2,57.2,58.5
2016/4/23,49.4,47.8,55.1
2016/4/24,59.6,51.1,59.2
2016/4/25,72.6,60.6,67.5
2016/4/26,54.5,51.3,71.3
2016/4/27,46.4,46.4,57.1
2016/4/28,47.7,46.2,61.2
2016/4/29,46.7,47.1,57.4
2016/4/30,46.6,49.5,54.6
2016/5/1,46.9,49.3,65.8
2016/5/2,49.8,49.7,56.5
2016/5/3,55,52.4,53.6
2016/5/4,52.2,56.7,53.1
2016/5/5,49.5,54.4,48
2016/5/6,61.6,58.4,57
2016/5/7,65.1,61.9,62.9
2016/5/8,57.2,55.3,52.5
2016/5/9,57.2,55.6,56.2
2016/5/10,57.4,53.7,63.6
2016/5/11,60.4,60.4,67.3
2016/5/12,63.4,66.4,67
2016/5/13,59.3,61.6,59
2016/5/14,47.7,50.2,51.1
2016/5/15,47.3,42.2,47.9
2016/5/16,57.1,51.9,49.3
2016/5/17,55.4,57.2,54.1
2016/5/18,54.2,54.6,57.5
2016/5/19,57.5,58.4,59
2016/5/20,60.8,60.7,62.1
2016/5/21,64.5,64.5,61.6
2016/5/22,67.2,64.2,64.9
2016/5/23,68.5,60.7,66.4
2016/5/24,75.7,69.4,69.6
2016/5/25,77.9,76.8,73.6
2016/5/26,73.2,77.5,71.5
2016/5/27,76.1,76.8,72.4
2016/5/28,75.1,80,76.4
2016/5/29,74.9,80,75.2
2016/5/30,75.9,74.2,74.3
2016/5/31,73.4,72,75.6
2016/6/1,69.9,70,74
2016/6/2,72.6,73.2,72.9
2016/6/3,72.7,69.7,72.2
2016/6/4,72.1,72.2,69
2016/6/5,70.5,67.8,69.6
2016/6/6,73,68.5,72.3
2016/6/7,64,61.3,67.5
2016/6/8,61.5,58.7,64.8
2016/6/9,63.9,61.5,69.2
2016/6/10,77.2,70.5,76.1
2016/6/11,85.2,82.1,80.9
2016/6/12,72.8,73.3,81.2
2016/6/13,71.1,62.7,76.4
2016/6/14,77.2,67.5,73.9
2016/6/15,80.6,71,74.7
2016/6/16,75.2,70.4,74.5
2016/6/17,72.5,72.7,73.7
2016/6/18,76.3,75.7,77.1
2016/6/19,80.4,80.2,77.3
2016/6/20,84.6,83.3,81
2016/6/21,77.1,73.3,76.9
2016/6/22,73.3,72.1,71.3
2016/6/23,72.3,70.8,82.1
2016/6/24,73.3,70.6,76.2
2016/6/25,79.5,75.4,77.5
2016/6/26,82.8,80.4,81.8
2016/6/27,81.9,81.5,78.8
2016/6/28,69.3,68.4,75.1
2016/6/29,67.9,64.4,66.6
2016/6/30,72.3,69,70.2
2016/7/1,69.6,70,73.5
2016/7/2,67.9,65.6,64.2
2016/7/3,70.4,70.7,65.3
2016/7/4,71.9,72.1,67.7
2016/7/5,77.2,78.8,75
2016/7/6,79.1,79.2,74.9
2016/7/7,78.4,80.5,74.4
2016/7/8,78.6,78.7,77.3
2016/7/9,74.5,72.8,75.5
2016/7/10,74.2,73.6,71.9
2016/7/11,81.3,77.7,76.5
2016/7/12,82.9,82.5,77.6
2016/7/13,79.1,79.4,77.7
2016/7/14,76.5,79.5,74.6
2016/7/15,72.6,73.4,77.9
2016/7/16,69.3,69.5,71.3
2016/7/17,73.9,71,75
2016/7/18,78.8,82.1,75.9
2016/7/19,79.6,74.7,78.6
2016/7/20,80.7,75,79.5
2016/7/21,82.5,80.8,81.1
2016/7/22,81.1,85.2,81.9
2016/7/23,86,83.8,81.5
2016/7/24,80.4,79.9,83.8
2016/7/25,79.6,84.8,81.2
2016/7/26,80.9,77.7,78.3
2016/7/27,81.5,78.5,78.9
2016/7/28,78.8,76.3,80.4
2016/7/29,75.3,76.8,76.9
2016/7/30,74.2,70.9,76.3
2016/7/31,74.4,72.9,76.6
2016/8/1,76.5,75,77.1
2016/8/2,79.2,78,79.2
2016/8/3,81.8,79.5,80.7
2016/8/4,83.5,81.2,81
2016/8/5,80.1,83.4,79.8
2016/8/6,76.6,76.4,79
2016/8/7,75.6,75.5,76.4
2016/8/8,78.6,72.2,77.4
2016/8/9,79.9,76.8,79.3
2016/8/10,83.1,81.6,79.8
2016/8/11,84.6,84.5,82.3
2016/8/12,81.5,84.6,81.9
2016/8/13,78.4,80.4,78.2
2016/8/14,78.4,77.9,72.6
2016/8/15,75.5,76.1,72.7
2016/8/16,76.4,76.9,75
2016/8/17,79.1,76.2,74.5
2016/8/18,79.1,76.6,75.2
2016/8/19,76.6,78.4,77.1
2016/8/20,75.8,76.8,73.8
2016/8/21,68.5,70.6,71.3
2016/8/22,69.6,67.2,68.5
2016/8/23,73.6,70.8,71.2
2016/8/24,76.9,73.5,74.9
2016/8/25,77.9,77.6,81.3
2016/8/26,74.2,73.5,80
2016/8/27,75.9,72,74.5
2016/8/28,78.5,77.8,79.5
2016/8/29,78.4,73.3,78.6
2016/8/30,78.9,71.4,80.7
2016/8/31,74.6,72.3,76
2016/9/1,70.2,64.8,70.2
2016/9/2,69.8,63.5,67.3
2016/9/3,70.2,62.1,69.1
2016/9/4,72.2,64.3,70.3
2016/9/5,77.6,69.2,74.6
2016/9/6,83.8,78.5,78.3
2016/9/7,85.1,78.9,79.7
2016/9/8,77.3,76.2,78.1
2016/9/9,75.2,72.8,74.8
2016/9/10,70.3,68.7,74.8
2016/9/11,66.8,61.9,65.5
2016/9/12,70.7,61.7,68
2016/9/13,74.4,67,70
2016/9/14,71.6,67.2,73.2
2016/9/15,70.8,60.3,70.9
2016/9/16,74.1,62.4,71.6
2016/9/17,74.8,69.8,71.9
2016/9/18,72,68,72.1
2016/9/19,74.9,66.3,71.1
2016/9/20,77.3,71.4,72.8
2016/9/21,73.1,63,74.6
2016/9/22,75,70.5,74.8
2016/9/23,74,67,76.7
2016/9/24,70.8,59.8,74.1
2016/9/25,74,57.9,74
2016/9/26,67.8,63.1,68
2016/9/27,62.4,56.7,59.4
2016/9/28,57.3,55.7,59.5
2016/9/29,62.7,60.1,58.3
2016/9/30,63.3,58.7,62.3
2016/10/1,62.1,59.4,57.6
2016/10/2,61.9,55.6,59.9
2016/10/3,63.7,59.7,61.4
2016/10/4,66.7,61.3,65.3
2016/10/5,72.2,65.8,70
2016/10/6,67.8,66.7,72.2
2016/10/7,67,69.1,70.4
2016/10/8,54.1,52.8,57.5
2016/10/9,56.7,45.6,57
2016/10/10,59.8,46.3,59.3
2016/10/11,66.5,54.9,62.4
2016/10/12,63.8,59.1,65.4
2016/10/13,49.6,51.6,55.4
2016/10/14,53.9,45.1,53.9
2016/10/15,61.4,54.6,59.5
2016/10/16,69.4,65.6,66.3
2016/10/17,73.6,67.3,71.3
2016/10/18,74.3,72.4,73.7
2016/10/19,62.3,57.1,67.3
2016/10/20,57,56.5,56.5
2016/10/21,49.5,48,52
2016/10/22,48,44.1,47.7
2016/10/23,58,51.5,53.9
2016/10/24,54.3,49.2,57.2
2016/10/25,48.5,40.9,48.5
2016/10/26,48.3,36.6,53.1
2016/10/27,49,41.1,54.9
2016/10/28,51.6,41.2,51.6
2016/10/29,67.1,61.3,64.8
2016/10/30,56.2,50.8,64.8
2016/10/31,50.4,41.4,54.4
2016/11/1,67.1,58.1,63.5
2016/11/2,64.6,60.7,68
2016/11/3,57.8,53.6,64.2
2016/11/4,54.9,46.8,53.5
2016/11/5,56.1,50,49.3
2016/11/6,58.3,49.9,52.5
2016/11/7,57.6,51.2,55.3
2016/11/8,57.1,52,53.4
2016/11/9,51.5,46.3,49.6
2016/11/10,51.3,47.5,45.7
2016/11/11,51.4,47.2,49.6
2016/11/12,45.3,33.6,41.2
2016/11/13,45.7,43.2,40.7
2016/11/14,49,46.6,43.5
2016/11/15,48.2,46.2,49.9
2016/11/16,49.6,46.8,49.1
2016/11/17,58.2,44,55.3
2016/11/18,62.8,61.5,62.7
2016/11/19,38.9,45,41.1
2016/11/20,30.6,31.1,31.1
2016/11/21,32,29.1,31.1
2016/11/22,35.5,27.4,35.2
2016/11/23,40.7,31.1,41
2016/11/24,41.3,39.7,44.5
2016/11/25,39,39.6,38.5
2016/11/26,40,37.7,41
2016/11/27,39.4,37.2,38.1
2016/11/28,46.3,40.7,45.8
2016/11/29,51.5,50.5,53
2016/11/30,42.1,46.6,49.2
2016/12/1,38.9,38.5,37.7
2016/12/2,38.6,37.6,37.3
2016/12/3,34.5,34.9,37.3
2016/12/4,33,35.3,35.8
2016/12/5,33.4,35.2,37.1
2016/12/6,34.2,32.3,38.1
2016/12/7,28.1,34.7,31.4
2016/12/8,22.3,28.5,24.4
2016/12/9,23.8,27.5,22.6
2016/12/10,22,23.4,23.7
2016/12/11,27.6,23.5,30.4
2016/12/12,27,29.5,33
2016/12/13,18.4,23.2,27.9
2016/12/14,11.7,15.7,11.8
2016/12/15,5.8,13.9,9.3
2016/12/16,14.4,10.6,15.6
2016/12/17,23.1,19.8,31.3
2016/12/18,13.4,17.5,20.5
2016/12/19,2.2,10.6,7.7
2016/12/20,21,18.3,19.6
2016/12/21,28.1,25.8,29.1
2016/12/22,35.6,34.2,35.4
2016/12/23,32.2,30.9,32.3
2016/12/24,35.8,34.2,39.9
2016/12/25,34.2,34.2,38.5
2016/12/26,47.4,42.1,55.1
2016/12/27,29.9,32.8,38
2016/12/28,32.7,29.3,33.3
2016/12/29,35,35.8,37.6
2016/12/30,30.9,28.8,32.3
2016/12/31,37.4,33.9,39.1
2017/1/1,29.9,31.9,33.5
2017/1/2,36.1,33.2,42.8
2017/1/3,40.3,37.9,49.4
2017/1/4,19.1,25.4,26.4
2017/1/5,10.9,14.2,16.4
2017/1/6,5.9,8.9,7.5
2017/1/7,8.3,8.7,6.5
2017/1/8,10.9,11.5,11.7
2017/1/9,23.1,19.2,23
2017/1/10,39.8,31.4,40.8
2017/1/11,33.9,35.8,39.2
2017/1/12,28.4,32.9,54.9
2017/1/13,22.9,21.2,28.9
2017/1/14,30.1,21.9,32.1
2017/1/15,28.1,22.7,32
2017/1/16,34.3,26.1,38.7
2017/1/17,36.7,34.4,50.2
2017/1/18,33.6,36.3,37.9
2017/1/19,35.6,35.1,39.3
2017/1/20,38.7,33.8,48.2
2017/1/21,49.6,42,54.1
2017/1/22,43.9,44.1,53.9
2017/1/23,40.7,40,46.1
2017/1/24,38.4,37.3,39.9
2017/1/25,38.9,36.9,42.9
2017/1/26,34.3,36.2,35.2
2017/1/27,29,31.1,30
2017/1/28,27.7,28.3,27.3
2017/1/29,27.6,25.8,28.8
2017/1/30,24.1,20.4,25.3
2017/1/31,38.2,25.8,38.7
2017/2/1,35.9,30.2,38.1
2017/2/2,22,21.7,27.9
2017/2/3,20.7,14,23
2017/2/4,24.1,16.8,22.6
2017/2/5,34,30.5,37.5
2017/2/6,37.3,26.8,39.1
2017/2/7,46,34.9,55.7
2017/2/8,32.2,31.4,38.9
2017/2/9,20.2,18.9,22.4
2017/2/10,26.7,20.4,27
2017/2/11,42.7,37.2,54.4
2017/2/12,41.3,35.3,52
2017/2/13,36.1,33.1,35.9
2017/2/14,41.4,36.8,41.7
2017/2/15,34.4,30.2,38.1
2017/2/16,35.1,26,35.4
2017/2/17,46.4,33.3,50.2
2017/2/18,56.9,49.4,54.1
2017/2/19,51.4,46.1,52.7
2017/2/20,55.1,41.4,51.2
2017/2/21,59.7,46.9,57.2
2017/2/22,57.9,50.3,58.2
2017/2/23,51.6,56.2,60.1
2017/2/24,40.8,42.4,63.2
2017/2/25,30.4,38.9,37
2017/2/26,33.1,28.5,30.7
2017/2/27,42.8,40,44.1
2017/2/28,52,43.3,48.7
2017/3/1,47.3,50.3,54
2017/3/2,32.4,25.2,36.8
2017/3/3,27.8,22.2,30.4
2017/3/4,33.7,20.8,35.3
2017/3/5,42.4,28.8,43.4
2017/3/6,54.6,46.4,53.4
2017/3/7,54.5,54.6,56.1
2017/3/8,46.3,42.8,46.7
2017/3/9,39.3,36,49
2017/3/10,31.8,27.1,39
2017/3/11,24,18,28.1
2017/3/12,27.1,21.7,27.8
2017/3/13,29,21.9,30.9
2017/3/14,26.6,17.9,25.7
2017/3/15,24.1,18.8,24.2
2017/3/16,29.8,26,27.6
2017/3/17,39,29,37.8
2017/3/18,42.4,34.3,41.4
2017/3/19,41.5,37.6,41.6
2017/3/20,47.9,40.5,44.3
2017/3/21,43.3,41.5,50.3
2017/3/22,32.3,26.1,36.2
2017/3/23,37.8,29.5,38.5
2017/3/24,59.9,50.7,60.3
2017/3/25,43.7,41.1,66.1
2017/3/26,53.1,42.7,58.1
2017/3/27,50,51.6,54.7
2017/3/28,43.1,44.4,54.8
2017/3/29,42.3,41.2,51.7
2017/3/30,44.1,37.9,58.8
2017/3/31,39.6,36.9,51.9
2017/4/1,44.2,41.3,43.9
2017/4/2,50.3,47.3,49.7
2017/4/3,49.3,50,59
2017/4/4,48.6,49,56.5
2017/4/5,44.9,41.8,52.1
2017/4/6,42.9,37.4,44.6
2017/4/7,43.8,38.3,42.8
2017/4/8,51.2,44.2,47.6
2017/4/9,64.8,59.6,59.9
2017/4/10,68,66.8,68.2
2017/4/11,47.7,51.4,61
2017/4/12,48.2,46.4,53.9
2017/4/13,50.9,44.3,61.2
2017/4/14,55.4,50,65.2
2017/4/15,70.3,61.9,71.2
2017/4/16,67.8,68.3,68.7
2017/4/17,59.7,53.7,63.3
2017/4/18,58.1,48.8,64.2
2017/4/19,64.5,62.2,70.6
2017/4/20,58.4,52,70.5
2017/4/21,50.6,50.2,55.1
2017/4/22,50.3,46.7,48.9
2017/4/23,54.9,50.7,54.4
2017/4/24,57.7,54.3,60.8
2017/4/25,66.4,57.9,64.5
2017/4/26,71.3,65.2,70
2017/4/27,54.6,65.3,60
2017/4/28,49.6,52.9,52.1
2017/4/29,45.6,51.4,60.8
2017/4/30,45.2,43.9,62.6
2017/5/1,51.7,55,59.3
2017/5/2,46.1,47,51.1
2017/5/3,48.1,46.6,48.4
2017/5/4,48.9,46.7,47.8
2017/5/5,49,45.3,47.8
2017/5/6,50.5,48.7,50.3
2017/5/7,48,46,49.2
2017/5/8,46.6,43.2,50.8
2017/5/9,48.3,48,58.3
2017/5/10,55.4,53.8,65.3
2017/5/11,54.7,54.2,63.8
2017/5/12,59,54,59.3
2017/5/13,63.2,57.7,61.9
2017/5/14,63.3,56.6,68.9
2017/5/15,64.9,55.6,71
2017/5/16,76.9,65.5,73.4
2017/5/17,78.9,76.4,75.9
2017/5/18,75.5,76.9,77.3
2017/5/19,48.3,51.3,71.8
2017/5/20,53.3,53.2,63.7
2017/5/21,62.1,61.2,69.5
2017/5/22,59.1,58.2,58.8
2017/5/23,60.9,61.9,64.3
2017/5/24,57,60.9,61.5
2017/5/25,58.3,57,58.5
2017/5/26,60.8,58.5,63
2017/5/27,63.4,64.1,71
2017/5/28,67,66.5,69.5
2017/5/29,70.1,66.1,68
2017/5/30,66,63.4,68
2017/5/31,64.8,59.3,67.9
2017/6/1,67.1,60.8,67
2017/6/2,71.9,63.9,69.6
2017/6/3,75.2,67.4,74.4
2017/6/4,81,72.1,76
2017/6/5,71.3,63.3,77.6
2017/6/6,64.8,58.3,70.2
2017/6/7,67,61.8,66.1
2017/6/8,70.4,64.6,64.8
2017/6/9,75.6,66.7,69.9
2017/6/10,76.1,71.3,73.1
2017/6/11,82.1,79.2,76.4
2017/6/12,84.7,80.9,79.3
2017/6/13,80.3,78.3,78.9
2017/6/14,77.7,74.1,77.1
2017/6/15,77.2,76.2,72.5
2017/6/16,77.8,73.8,76.5
2017/6/17,80.5,73.4,77.2
2017/6/18,75.6,73.1,75.4
2017/6/19,70.7,67.4,71
2017/6/20,66.6,63.6,71.5
2017/6/21,68.5,62.1,75.4
2017/6/22,79.3,72,77.6
2017/6/23,76.7,72,72.9
2017/6/24,70,67.6,68.6
2017/6/25,65.4,61.8,65.7
2017/6/26,64.7,61.4,64.5
2017/6/27,65.3,60.5,61.9
2017/6/28,69.8,64.2,67.7
2017/6/29,76.2,72.9,76.5
2017/6/30,73.7,75.1,76.8
2017/7/1,76.3,73.1,73.8
2017/7/2,75.4,70.4,74.2
2017/7/3,75.2,70.7,77.3
2017/7/4,74.5,68.6,79
2017/7/5,78.3,70.7,77.3
2017/7/6,82.2,74,76.3
2017/7/7,81.5,74.8,76.6
2017/7/8,71.5,68.2,70.4
2017/7/9,74.7,68.6,72.1
2017/7/10,78.2,69.1,76.5
2017/7/11,78.2,74.1,74.7
2017/7/12,77.3,75,77.9
2017/7/13,78.4,76.2,77.4
2017/7/14,72.2,71.8,77.1
2017/7/15,71,68.8,70.2
2017/7/16,73.1,68.7,74
2017/7/17,69.2,67,77.1
2017/7/18,76,71.8,79.2
2017/7/19,80.5,76.6,78.8
2017/7/20,77.3,76.8,80.1
2017/7/21,81.5,76.5,81.4
2017/7/22,78,75.4,81.1
2017/7/23,80.3,72.1,76.6
2017/7/24,71.5,67.5,75.3
2017/7/25,73.1,65.2,72.4
2017/7/26,76.6,69.2,73.5
2017/7/27,78.6,72.7,77
2017/7/28,74.2,69,76.3
