date,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2006/7/30,974720,906384,860870,836314,815593,818798,820815,875623,986510,1079343,1170117,1225206,1264719,1309205,1338400,1352502,1358450,1363652,1355379,1319555,1302137,1272695,1171103,1064811
2006/8/11,885466,851836,817007,806991,805519,838042,877686,937472,971708,1009580,1060044,1098214,1124825,1132818,1144754,1161386,1173092,1178706,1142249,1086338,1051912,1012847,928606,850413
2006/8/12,781504,735019,707435,688426,690707,694869,706916,751254,822176,870619,914605,945064,975058,1002017,1028194,1059257,1083274,1102013,1083397,1032209,1004556,963457,886396,794031
2006/8/13,720799,669161,639716,622002,624641,626123,632369,677993,759673,837144,877368,912225,943179,994183,1032827,1069329,1119386,1145146,1134461,1093040,1087340,1051486,951901,869295
2006/8/18,887428,842822,812114,794253,792017,811784,871433,928795,987219,1055662,1127147,1182932,1198269,1199065,1242417,1274855,1289674,1290141,1256578,1189611,1182348,1156620,1073125,985816
2006/8/19,920774,858901,820422,794386,785668,789127,802305,847451,941948,1034671,1125831,1192906,1249400,1269401,1250100,1247187,1248780,1284519,1270164,1229576,1230195,1183143,1108884,1025197
2006/8/20,952891,898570,860879,833412,824386,805052,813581,853456,965600,1077579,1145423,1196067,1238323,1238272,1235546,1251566,1262697,1278119,1296105,1271139,1276102,1208744,1108557,1000966
2006/8/25,919945,874151,837012,816533,817903,854250,918190,970130,1021944,1091773,1171203,1246757,1295760,1316661,1361628,1384772,1394950,1383327,1363592,1338801,1324298,1246721,1149601,1043827
2006/8/26,961130,898076,859433,839407,823831,818709,838166,883751,973310,1059134,1147205,1219841,1254828,1270742,1295999,1292546,1294963,1234656,1182334,1177857,1167681,1129637,1045584,967439
2006/8/27,899293,853427,818213,797718,787871,779145,786925,830662,922803,1000588,1059317,1116845,1184668,1203882,1206747,1188654,1184266,1190265,1173797,1175276,1189801,1123390,1035860,952343
2006/9/1,769905,744073,727451,715009,723724,768599,838302,890473,910199,925618,944000,932940,918964,912433,902718,890805,881477,885483,889273,900393,896773,852153,787232,735980
2006/9/2,691622,664017,656822,649570,645118,658504,675991,711947,778688,823825,841810,841169,833184,830846,818783,828038,838167,844831,842344,841977,872623,832233,778838,721460
2006/9/3,668798,624155,603354,593163,591424,597339,615689,658798,748909,799264,824151,837097,862428,868984,885473,894404,892597,895039,886168,882709,893064,847727,780581,718544
2006/9/8,794687,762506,744108,735053,749423,793628,862719,928295,926341,955902,981824,1017679,1055010,1083387,1084028,1033990,1016422,1039580,1055552,1047968,1061038,1010023,935048,854655
2006/9/9,788576,741687,699874,689219,682252,698943,721401,763261,823649,884637,934753,974326,1010429,1041803,1061301,1057197,1035318,1021967,1014924,1026190,1030266,970664,897204,820372
2006/9/10,749391,697269,668606,653231,649574,652047,673906,713529,783403,844402,897355,936800,975142,1005550,1023470,1046759,1055297,1051735,1027326,1033617,1054940,992968,908437,823195
2006/9/15,745636,714651,703772,709735,715704,759626,861944,892847,891729,904434,921100,928071,935458,944258,957400,955304,961978,966220,960314,955173,959355,909687,855144,787585
2006/9/16,742625,708291,682151,677674,679738,701070,735341,782579,836776,879875,902747,906860,908733,902158,898402,898232,902350,904409,900750,914091,920240,870074,809330,736506
2006/9/17,678837,642620,628204,610615,613031,616752,654337,699626,777975,841272,880249,904342,941719,971858,993918,1011068,1020677,1046915,1035662,1049589,1049023,969965,886027,795700
2006/9/22,711407,689204,677965,679507,693388,749393,866486,907904,893137,892321,896776,874568,867600,857168,851533,849101,856886,859875,872403,917227,908415,868299,813795,747969
2006/9/23,698167,663548,647883,639455,637827,663157,699061,749032,795526,837726,855471,865041,866207,874356,880057,896284,913523,929246,924933,956135,948102,901417,843661,780622
2006/9/24,733485,708919,684672,686173,678039,692456,715835,758963,838513,901376,937602,962529,971242,961084,935431,929381,933912,941466,934991,974517,974674,913500,833160,761512
2006/9/29,723518,702309,674836,675675,689149,743913,850838,885738,870348,868978,871064,866678,869725,854603,849362,845793,858069,866018,873910,897656,894564,862908,809332,745084
2006/9/30,693172,666621,647327,647982,649834,670059,711691,772451,835369,867383,871885,868246,832073,812072,779231,771870,767234,773632,793143,838595,821285,795426,737150,685038
2006/10/1,633753,604545,593859,589710,591355,607136,641515,698129,765601,811753,809502,754486,744449,743637,762147,789856,807976,816420,839322,889502,888096,835848,767649,699895
2006/10/6,710865,682833,667780,674702,689469,743901,851338,921029,915910,914033,918265,920660,910449,905701,900080,903378,921008,942447,977362,989780,957689,922600,867018,804101
2006/10/7,754264,715784,698166,693321,699269,719919,753661,808086,871159,918109,934982,941759,921459,902394,885224,888527,893132,903655,918780,926567,904109,862648,807267,752233
2006/10/8,705790,665120,651425,643517,646952,663009,709386,757364,816044,847015,847282,828343,818047,803010,797887,793466,798849,800923,824203,895497,892081,848958,781757,721637
2006/10/13,695245,688206,679552,701686,731711,803626,939306,1033311,1028549,996845,974187,946592,926037,905044,891896,877621,880110,898364,933614,978900,972633,950031,913256,859532
2006/10/14,814664,798287,786399,788275,795637,822042,874811,939681,969429,958221,925377,888557,852510,826737,809960,799991,802693,819533,861110,910321,897395,874887,839583,792030
2006/10/15,750626,746814,739469,752508,768882,795724,846303,917592,973577,954895,918525,871210,852671,827500,805430,794461,800570,824702,861383,924395,923008,880662,829762,778212
2006/10/20,717398,690641,674104,675461,689861,748578,866943,935791,923089,936201,924544,916599,916473,904735,882890,872695,880112,892648,931555,957238,937457,900483,845215,781693
2006/10/21,746442,724057,715997,717376,722518,757090,803169,856024,902267,902052,882495,852096,818704,806267,792108,785154,784751,801810,842529,883346,865430,852001,807813,763735
2006/10/22,728519,719625,714078,717327,730634,751077,796341,841267,901341,936914,914100,880495,859690,834315,812752,801657,807619,841227,878398,922253,899635,850387,790688,740379
2006/10/27,837319,819405,816318,824108,843438,910388,1022109,1077495,1056743,1047851,1029947,1014187,1006727,1001734,995403,1000389,1030746,1060838,1097127,1077918,1045077,1001235,940135,864788
2006/10/28,803997,762476,737807,733425,737361,753912,794406,838341,893834,920863,918725,901667,882395,850841,845809,841167,848613,879679,935749,950094,925788,907640,866375,818931
2006/10/29,789846,753837,741773,743173,757221,814987,860692,926324,953170,946787,911202,877089,852290,839784,817564,814342,838676,913856,960128,964645,944990,897648,846684,788460
2006/11/3,877944,872470,875616,889761,930869,992783,1083560,1116991,1072880,1074124,1069091,1041070,1013648,986733,974528,978965,1016896,1101913,1103144,1096921,1091925,1072751,1053207,1020377
2006/11/4,995314,974554,975118,990041,1014383,1049774,1101539,1127004,1087915,1049549,1008715,987919,959671,931476,913365,927237,960854,1025459,1020732,1014617,1008083,993876,1010774,972652
2006/11/5,941561,923357,921285,913985,920508,941148,977290,1014252,1018673,995512,943837,928155,911054,879636,858186,847793,886722,965115,972577,972906,1014508,987478,931609,883269
2006/11/10,738303,718314,709832,709637,740695,796207,898856,942662,921902,905493,902696,887823,881420,879062,868316,862131,867068,930399,941952,912988,885571,839831,799368,741000
2006/11/11,694019,662676,654337,650767,664110,686061,726789,780002,827901,844325,841849,827666,814066,804301,794528,799709,814147,889313,893346,867347,837357,793525,744433,690814
2006/11/12,646311,610674,596694,601108,603732,624471,672392,751735,850873,909268,923913,922172,906253,923875,927127,938005,951720,962019,967432,974438,985295,934016,864021,798293
2006/11/17,743543,731538,726508,732083,764222,833294,947494,982739,955280,940689,889330,864555,859091,885303,894175,887577,930977,1021308,1047946,1044258,1027871,998315,953831,900100
2006/11/18,863508,850494,845497,858740,876591,873866,890776,947119,1020112,1017644,1009863,972497,923935,892291,871006,876002,918530,1006090,1025009,1015400,1005751,966326,923230,878592
2006/11/19,837295,823130,821065,822112,831265,856885,897799,963835,1009422,1016269,976547,958793,932656,915547,899108,912210,954507,1030220,1041380,1058959,1039030,987896,930915,878414
2006/12/1,736887,707010,701421,698723,721950,772161,874573,922319,916626,914202,910931,910078,897881,885564,886055,877443,861598,905858,923195,904139,932247,907262,862152,817240
2006/12/2,779813,763164,758876,770266,795942,842948,900952,966508,1008471,1007783,980520,948745,923961,901269,883928,894580,956621,1029579,1010572,992895,1003877,1009960,965512,917720
2006/12/3,877681,861477,863848,866180,896563,931319,982896,1056901,1101306,1081039,1040126,990094,963578,949048,950300,952487,1019426,1099652,1076654,1078637,1072139,1065534,997058,927024
2006/12/8,1193855,1197304,1189214,1208673,1236989,1306537,1425803,1470084,1414358,1372501,1335305,1304590,1264368,1239478,1207472,1199945,1245062,1339332,1359626,1357287,1343698,1324522,1286841,1223632
2006/12/9,1214326,1190271,1178619,1194945,1211542,1242209,1291554,1368238,1397811,1350460,1290326,1229027,1146736,1088218,1052572,1052644,1102554,1209611,1223894,1224467,1209732,1187290,1137057,1076158
2006/12/10,1030198,1010083,1004889,1004612,1015041,1007681,1025268,1087023,1146829,1138387,1059225,1000528,952448,916216,884750,876435,932964,1056995,1080385,1099068,1094406,1060697,996358,939900
2006/12/15,865979,845256,838806,845950,878119,940016,1063808,1121450,1082501,1045584,1004778,980778,953600,916135,897100,893905,936275,1037312,1052304,1038466,1019370,987845,939559,863231
2006/12/16,820714,792430,791329,800570,819910,871284,918831,993826,1033255,1030294,1000822,946760,907427,872005,867281,874758,930910,1020627,1050740,1044259,1041923,1027434,992386,944795
2006/12/17,903859,883159,879052,880668,890710,909145,933519,1003809,1041943,1017191,973109,909875,880202,858386,832128,825690,877719,982340,1007111,1008826,1001009,945327,868736,795511
2006/12/22,872678,836384,824327,826256,844378,901338,989076,1062627,1074282,1084628,1067912,1057148,1033231,1026461,1016500,1021859,1065832,1106002,1095498,1066014,1031805,989118,921593,843013
2006/12/23,785093,741345,720543,706563,713569,739604,770856,826040,886475,920532,924644,891080,855740,825577,804060,802308,819586,927225,946043,943448,941750,928819,895759,857798
2006/12/24,801642,776055,779019,780935,783647,796183,840909,912520,982578,988163,951178,899786,860855,826783,802285,792861,820225,915536,949838,938291,959103,962731,942219,896002
2006/12/29,903124,898322,896382,908952,943826,1005628,1091788,1151013,1155757,1108584,1057541,1002166,964029,926000,898726,891992,932356,1049292,1083904,1082515,1078028,1053066,1008798,945131
2006/12/30,917039,892837,891652,899667,916365,944084,989213,1049751,1079819,1059598,1018753,969906,912336,869247,835727,831022,867536,974993,1004034,994372,984496,957751,916521,858292
2006/12/31,821091,797541,793458,804846,807608,833234,867052,909528,967698,995334,979486,955359,939590,924439,913498,917995,965906,1030698,1019395,977879,945195,897832,860351,824523
2007/1/5,803031,781749,779939,778906,794207,847363,939115,998572,977589,969514,966961,961281,945531,934139,925953,909365,932197,1009595,1022965,995790,965804,921988,856991,784054
2007/1/6,738054,694781,677435,664452,666911,679580,702851,750753,804929,837811,847223,834418,821113,802295,785186,792099,821501,895991,915113,896898,872060,830719,794522,740763
2007/1/7,703610,674462,670685,664913,684090,700645,741271,811117,881119,916138,910429,890596,857894,834474,844387,863523,940992,1019258,1025905,1012617,996222,941453,876119,815275
2007/1/12,1014303,993268,990047,993362,1006102,1018975,1102616,1165810,1173508,1166835,1137852,1107716,1086687,1064291,1049754,1040136,1054656,1113319,1115076,1088394,1056438,1013203,950853,887008
2007/1/13,829344,803114,782103,774819,779351,792300,822791,875432,927912,956637,962335,942294,910213,877704,871365,861463,885873,933571,941674,920532,889469,851982,803327,747391
2007/1/14,700998,671500,655816,652489,653782,668154,690578,746569,802048,847164,848925,845800,839455,823481,807577,807119,833715,899664,919503,904267,880838,836702,785098,726745
2007/1/19,1038671,1005739,994881,993526,1027044,1090224,1205760,1265250,1231117,1190357,1161495,1129059,1110154,1087658,1074811,1069541,1115481,1202119,1251763,1247292,1231239,1195810,1146115,1087658
2007/1/20,1065986,1045378,1037789,1040644,1052822,1088056,1129633,1184925,1236208,1272565,1249353,1210468,1166429,1131542,1092318,1077057,1117838,1210975,1252188,1246317,1234155,1203737,1161804,1123399
2007/1/21,1085155,1063785,1062966,1066484,1078925,1112008,1147271,1205727,1254600,1289229,1282718,1280101,1280089,1278702,1281839,1278618,1296558,1313595,1313957,1286387,1284024,1238652,1180673,1118860
2007/1/26,1292200,1284771,1292974,1310382,1328567,1374239,1493173,1525182,1472468,1441304,1368031,1342312,1307853,1297497,1287283,1290458,1313147,1358860,1373100,1358038,1339568,1292488,1238878,1190237
2007/1/27,1154368,1136323,1135209,1141390,1162161,1192454,1244666,1293072,1297980,1243238,1162156,1075743,1003416,952871,918644,912101,929560,997112,1036989,1028984,1014129,974991,931306,875997
2007/1/28,836698,821242,817179,815117,827021,845339,884980,962938,1044424,1098574,1108315,1100509,1083147,1061397,1036724,1034224,1057115,1134419,1201829,1226657,1225199,1195111,1145745,1129176
2007/2/2,1063408,1048141,1045830,1049360,1068900,1109751,1189343,1249795,1254735,1240723,1222503,1174831,1165429,1163953,1163591,1184098,1203275,1216305,1211939,1196712,1173021,1165552,1147178,1099113
2007/2/3,1064932,1063543,1067551,1077987,1108075,1145680,1206782,1264763,1297254,1281231,1255231,1211380,1170941,1144775,1110735,1093088,1118562,1162619,1212309,1208507,1189259,1185625,1171125,1123882
2007/2/4,1089927,1077833,1083042,1101722,1133012,1161746,1211503,1271408,1281995,1268159,1222950,1193973,1179512,1161798,1139220,1132024,1129713,1192535,1276849,1314933,1343902,1348333,1335364,1301919
2007/2/9,1336825,1345446,1351294,1365908,1402930,1424843,1529036,1578416,1504368,1465475,1413490,1382049,1327513,1294198,1265272,1249122,1280307,1348366,1390770,1361653,1351345,1350178,1321592,1279156
2007/2/10,1257532,1258165,1261919,1269880,1287428,1310214,1353724,1370977,1362751,1334772,1309647,1274718,1219992,1171662,1133976,1133830,1147915,1230267,1319057,1332769,1326842,1292559,1260929,1210479
2007/2/11,1188215,1191460,1203611,1226381,1258218,1304850,1358311,1400094,1393534,1362259,1321899,1267425,1227532,1167966,1143392,1113976,1126686,1193894,1285627,1317658,1321953,1284673,1235493,1183129
2007/2/16,1368257,1371817,1389170,1408267,1435199,1471903,1544559,1575969,1538300,1515145,1470817,1431033,1358919,1312304,1277102,1264879,1297294,1323436,1388311,1389535,1369286,1353456,1345262,1317049
2007/2/17,1294696,1286687,1287406,1304084,1323575,1357388,1369296,1379113,1377036,1386492,1366313,1305915,1252030,1202233,1184774,1183106,1205565,1252838,1292804,1276899,1240498,1200002,1151273,1102656
2007/2/18,1048025,1027093,1024088,1031402,1060158,1101045,1114202,1154641,1185317,1240324,1241215,1229350,1208535,1187304,1188838,1193435,1237506,1306496,1371283,1407704,1419509,1387720,1335138,1299335
2007/2/23,1062370,1068348,1074971,1094736,1132953,1182058,1284303,1334098,1295800,1288163,1264401,1228491,1193182,1158975,1129888,1121823,1138914,1200709,1253488,1247073,1241279,1251734,1231050,1176238
2007/2/24,1148040,1156131,1155452,1170063,1190099,1235065,1242651,1265262,1265417,1239567,1206446,1168167,1094602,1042681,994682,978651,1001923,1061134,1088274,1069506,1064931,1075999,1056527,1008350
2007/2/25,982967,960025,954135,967341,982182,1000811,1003271,1035622,1105863,1193401,1214044,1218377,1197161,1171195,1155930,1163937,1192367,1230791,1229494,1195938,1172340,1140421,1103384,1043378
2007/3/2,923151,902070,884171,876401,891385,948992,1063746,1093268,1049074,1014833,994220,966274,953385,944128,936412,894297,892893,929923,1011663,1014698,1011988,978707,934064,888524
2007/3/3,854100,840167,845708,869217,900383,940593,998458,1050064,1057968,1030965,1004443,977137,940918,909882,891172,883004,886204,924438,1013327,1024960,1024645,1003091,970578,923762
2007/3/4,897860,893392,904587,919079,942386,969107,1020460,1088894,1128895,1140569,1128449,1104312,1102131,1082866,1067812,1073738,1098307,1150041,1235513,1267672,1254783,1204500,1141663,1090351
2007/3/9,1137564,1145653,1160504,1172073,1210436,1257624,1353099,1366313,1271343,1204733,1193413,1144103,1096179,1057800,1029665,1005312,1014430,1049508,1136015,1168767,1160057,1131425,1088031,1031492
2007/3/10,1007586,988345,985929,997650,1008891,1039322,1088336,1123614,1134202,1110165,1048953,982439,931415,886331,853453,851466,865299,902300,951533,943261,916999,872980,824093,774246
2007/3/11,731398,721553,714272,716162,731383,755570,795533,864455,922137,958031,945813,927935,903328,881258,859010,828322,835917,848167,873835,971307,1010962,990214,936752,882946
2007/3/16,835330,835906,840729,870242,921783,1002601,1114616,1180843,1184623,1195155,1208865,1212936,1205630,1205075,1204637,1202715,1216270,1212702,1203322,1222332,1219750,1204327,1147692,1092257
2007/3/17,1062656,1050490,1037527,1041285,1057833,1090128,1089348,1116654,1165784,1201992,1215372,1196621,1165462,1150860,1130988,1122132,1135158,1139056,1160977,1210215,1226461,1188298,1146456,1097436
2007/3/18,1053205,1032093,1032304,1040664,1053333,1075756,1078978,1135169,1156693,1166646,1146385,1111091,1095349,1073045,1048954,1037232,1044293,1065931,1104720,1184980,1222068,1171809,1114457,1064967
2007/3/23,731904,714028,698384,703807,725605,788551,909228,973274,948138,935929,936810,929727,914841,911464,896726,897056,892625,905194,884765,872537,886111,884287,836542,764872
2007/3/24,707543,685096,669595,658994,668538,691050,733024,797521,862617,912257,931775,915082,893838,870121,850958,845552,846199,845701,850222,879621,890627,862598,812465,756788
2007/3/25,705502,680647,671171,670849,664958,685857,724265,782956,846864,859980,846479,831398,818328,802243,781570,771217,780909,790936,811554,865440,921670,883126,814185,743847
2007/3/30,804365,802591,802212,824216,866321,952125,1089040,1147393,1063711,999825,948044,909154,890251,875993,844021,840013,838341,847173,851935,877618,908479,884806,840143,779268
2007/3/31,736396,719726,714558,717026,732768,775345,826148,892382,931527,927879,894604,860687,833230,805282,789446,787497,797950,810998,825104,868053,878434,840195,793793,735244
2007/4/1,687822,668262,651793,656970,662207,674246,716660,781767,843643,885169,876835,860118,841784,821226,808560,811387,804624,826021,853082,892719,931318,887442,815260,751455
2007/4/6,975653,955281,953479,950065,979431,1023380,1090008,1133324,1131515,1122632,1099431,1060825,1031290,995856,963860,948589,950580,960043,985745,1018972,1049660,1028230,989371,936133
2007/4/7,902264,886964,884808,891901,915808,947429,950193,1001359,1048064,1087090,1080081,1072496,1043829,1013254,990977,982034,998486,1019011,1045767,1097690,1135097,1119591,1083303,1026861
2007/4/8,990911,966900,956694,962529,979964,1009621,1004134,1042893,1060277,1096933,1129271,1088175,1055463,1006729,958454,913799,900984,904296,890373,926847,997883,1004213,996700,949598
2007/4/13,841793,830046,836600,853241,885175,940284,1009316,1044491,1036177,1053509,1067637,1040202,995720,973659,935426,917243,902320,905861,869933,868654,930096,920877,927726,881497
2007/4/14,849843,834005,823936,819445,819204,853149,890310,921399,923884,915240,922292,927859,919877,887777,869831,876462,904256,928016,884812,895700,897845,884782,878374,827310
2007/4/15,782040,763920,757478,761676,774842,788150,813074,831128,868219,916807,966484,994975,981552,962528,950463,951750,956417,986010,950097,965982,996592,972346,965667,924802
2007/4/20,842385,840403,842659,857737,896575,967216,1081244,1102592,1023718,990793,952226,921381,896181,884029,869409,856101,856119,848387,842097,847611,864025,827931,774862,710365
2007/4/21,662682,641870,634714,645918,668831,708026,768348,812246,822430,808900,780231,759891,739883,727443,721526,723689,734459,745865,751657,748500,797677,774113,747223,683988
2007/4/22,642155,613025,614298,631373,640904,676824,709611,770580,815552,834228,808970,777041,777556,774686,774478,796303,811715,835167,851148,868820,933260,894339,811353,730237
2007/4/27,735508,718265,708098,711273,725054,779449,891760,936759,925713,927004,920934,914877,905676,896199,879153,876530,880621,889740,885760,884562,923634,898824,838306,762771
2007/4/28,704024,671800,655696,638488,639819,658103,682312,739887,789564,808651,820204,817477,804905,794432,785513,779488,798082,808285,808266,821455,845255,817019,758886,694471
2007/4/29,647175,621469,611634,606450,612146,633578,656932,718940,770493,810084,812061,801737,799044,790621,784544,782651,794567,796150,807382,820562,888398,866771,789455,721639
2007/5/4,723081,695745,674816,669306,686292,731688,808898,847002,848304,843352,844692,833584,828292,819641,817311,807945,810361,806079,806223,803368,830165,815250,778643,705089
2007/5/5,653556,625885,610053,607152,610455,629445,662296,706971,756011,793382,802917,797126,780409,768027,755537,746823,753800,770687,773759,798376,808253,782373,735932,678086
2007/5/6,634751,612435,596393,603591,596439,618849,647676,715050,780069,811931,807669,790239,788029,765657,752332,740902,751692,764156,778397,804081,875802,853138,790050,705199
2007/5/11,812614,760339,731154,724181,738932,790658,877044,949813,946060,983456,1020014,1051937,1062906,1055759,1052999,1066304,1072685,1086544,1110627,1077561,1075169,1047210,961134,861111
2007/5/12,793945,745900,712486,683344,683928,697526,720142,785482,827764,864431,885744,896135,895846,883517,852655,871028,889072,906576,917346,890425,902489,886922,813800,742310
2007/5/13,677118,633133,623775,605140,603790,610011,626237,686964,767945,809895,817411,814629,801392,789878,786451,783095,799867,810217,819640,827974,869191,859864,790694,706945
2007/5/18,714819,688518,673361,680018,695412,751635,848642,912244,913910,916968,929362,926077,924949,922808,909714,897342,904922,914624,916215,914913,931122,914661,855641,787169
2007/5/19,738760,714612,695959,688645,701623,722570,755403,809998,848150,859178,837725,822389,814383,797991,794428,791775,793865,798296,792665,786207,809565,812873,762724,697399
2007/5/20,650910,615007,608372,601617,606609,614257,642115,691864,763379,796536,806880,811599,814559,809982,807291,816361,836629,858634,862306,879100,913047,905409,828338,747122
2007/5/25,791392,756802,729941,723648,729927,780166,865700,937744,960656,984794,1019813,1059808,1097274,1095667,1088698,1101062,1130942,1130201,1145294,1141557,1124772,1090494,1008206,912455
2007/5/26,828853,767885,734149,705929,701906,711331,723765,791970,875385,944233,1012059,1062042,1086425,1099270,1087785,1103130,1114780,1120981,1124032,1098366,1086697,1055996,973643,874221
2007/5/27,794887,740074,703925,685418,669313,657629,669930,725654,818324,891341,938797,976155,1039356,1059101,1053460,1069330,1057903,1035256,1024316,986665,982024,955740,888871,802733
2007/6/1,893239,843020,814899,795794,802334,849984,944663,1005465,1042324,1085719,1141656,1192493,1223033,1229614,1260434,1281723,1292677,1295264,1288688,1232746,1205009,1157549,1064032,955514
2007/6/2,863407,812882,776300,746538,740212,740170,766499,837044,924424,1000931,1077920,1127236,1165593,1169450,1165599,1166747,1158953,1153842,1123256,1073703,1047058,1023619,951939,879020
2007/6/3,805377,754155,727039,713510,697377,704183,712262,772783,837966,895272,921259,923772,917624,905423,887633,880888,887238,908383,911540,921569,938466,926767,859999,786538
2007/6/8,887858,838713,801737,785856,786303,851698,929154,1015423,1063789,1146379,1232969,1309598,1351448,1378340,1409893,1403962,1401127,1395872,1351781,1302106,1276993,1240321,1143740,1033828
2007/6/9,943638,894265,849341,819292,810124,810593,832849,899105,979031,1003693,1058786,1093429,1128961,1155919,1176889,1190358,1204808,1206937,1201963,1138500,1082275,1054737,957193,856968
2007/6/10,766455,713806,678706,663395,659716,656902,670840,730614,811710,874209,914665,953181,976295,972075,980623,996942,1032760,1080762,1102436,1085473,1077693,1050632,965316,866154
2007/6/15,709359,698053,691339,680796,698754,740741,808802,855391,865287,888327,906240,918429,915194,904208,910039,900946,904539,914675,912848,895294,903507,912685,847981,773222
2007/6/16,722027,676459,658477,645960,647212,662994,682319,725774,791581,834146,859187,876214,895911,894446,882396,906339,945499,996299,1004067,981706,960565,943936,887238,805545
2007/6/17,729603,679676,655762,633576,631027,624174,639146,708118,802541,882809,940995,989685,1047919,1056752,1072856,1107734,1146968,1181937,1221583,1188871,1166712,1145341,1049685,941056
2007/6/22,820160,787153,765266,760608,760911,790849,844076,911864,951633,991052,1012421,1031305,1034257,1019767,1004393,1029745,1080488,1121519,1115846,1069233,1023906,1009664,933912,837921
2007/6/23,753148,704622,675754,659413,655462,663270,682361,734327,797176,848414,887192,897286,921640,907328,887035,907184,970344,1001150,984013,955136,917931,913130,849532,766929
2007/6/24,709053,665056,635354,627735,622409,622402,640322,699857,783378,853311,895963,919425,952374,942145,946072,965818,974718,990745,1014582,1008462,1001560,1008179,937432,859448
2007/6/29,948810,904166,865168,847318,860884,889258,951445,999882,1028605,1056426,1086459,1074539,1053669,1056079,1048209,1051929,1071052,1107946,1108747,1084810,1070718,1062785,1002840,901425
2007/6/30,841527,789551,759605,738583,728281,742182,753651,803626,883790,956070,1006298,1038330,1063317,1088073,1105183,1127399,1162977,1165567,1137853,1070695,1022441,1007385,932706,849823
2007/7/1,763059,713807,680790,660403,638331,649170,649865,702819,788315,856865,899097,928541,946660,946264,932108,948377,971364,1038843,1033457,1006516,987724,985176,907316,813731
2007/7/6,843142,797982,766554,755818,755480,786763,838191,933236,1007508,1083144,1134329,1184549,1211695,1209773,1215814,1240053,1258364,1260065,1235630,1176074,1106338,1100806,1022988,908035
2007/7/7,836600,768217,731045,711371,690224,687403,697811,765774,878118,967117,1045110,1112959,1155961,1172224,1181436,1204700,1235556,1251607,1260059,1202077,1141935,1101032,1010396,913603
2007/7/8,817390,755897,714203,687274,679180,678334,676134,755654,864928,972799,1066593,1149423,1212570,1233100,1237807,1277657,1309844,1345820,1357843,1298344,1252269,1217862,1107862,994003
2007/7/13,854409,805306,781014,761381,768253,812348,860637,933389,995440,1047474,1113116,1157996,1179991,1151971,1094078,1092736,1097643,1128251,1134514,1115852,1093078,1075161,1002799,900419
2007/7/14,823475,769975,734737,715321,708084,699001,711803,766267,843134,926515,994356,1054683,1099328,1119871,1125930,1161437,1180545,1204431,1201253,1161828,1126469,1114311,1029596,938154
2007/7/15,861411,799161,764515,740768,730100,721839,717373,805558,926279,1029327,1115214,1179537,1225781,1265054,1259578,1274411,1294482,1314723,1269261,1223149,1207568,1173843,1080661,981336
2007/7/20,942667,896342,856199,850496,843021,871153,922942,985559,1021124,1052131,1071168,1086324,1110166,1114854,1106401,1125840,1137117,1166182,1150510,1105012,1058388,1040555,963241,867422
2007/7/21,794665,740080,713536,698566,680179,687007,684594,731516,813135,876444,918069,954719,978009,972430,966410,997405,1019683,1058414,1069767,1033906,1001778,974302,910317,819869
2007/7/22,741635,693074,668146,639134,627688,635060,633338,683225,768632,848256,906359,956750,996687,999723,988535,1006893,1032780,1056231,1083681,1058924,1033469,1011849,924254,820311
2007/7/27,940005,876196,846734,821346,833952,861256,921131,989522,1059705,1135831,1217653,1298518,1366007,1382321,1334935,1265511,1208882,1180555,1167350,1163002,1135385,1116790,1045684,947823
2007/7/28,880809,825237,793650,764770,756356,773202,783121,840243,940758,1043609,1132129,1190070,1244952,1267155,1275664,1297718,1307973,1309368,1291289,1255969,1225640,1191601,1105396,997106
2007/7/29,916625,858644,814122,795671,770776,778442,786767,824162,913586,1006833,1055007,1106898,1156785,1161921,1156065,1163199,1145155,1131436,1126221,1088309,1092548,1075874,986975,909215
2007/8/3,1018478,954015,915216,878784,863965,895557,944609,1020695,1096021,1158920,1259296,1365456,1439258,1419400,1427905,1431357,1423514,1422255,1396487,1357039,1320270,1278620,1169917,1048720
2007/8/4,976697,917535,868615,844369,834242,844580,856715,902194,1006931,1126834,1247236,1321282,1388446,1383653,1412619,1433826,1439213,1427087,1411016,1392221,1343508,1289855,1184760,1069657
2007/8/5,970836,903529,852938,818258,808929,805861,817252,860739,952839,1038381,1114313,1210006,1231412,1187971,1181843,1169674,1140092,1120190,1122735,1131636,1133384,1076668,1015176,935391
2007/8/10,1005986,943518,920272,915723,919736,945441,989123,1048592,1114950,1179179,1263176,1316455,1330147,1380361,1403947,1443457,1464793,1460942,1444340,1398583,1378812,1320787,1216544,1089484
2007/8/11,997950,932757,884668,850205,833850,830342,837203,872442,939627,1010160,1060510,1104518,1135151,1129941,1148318,1177075,1199114,1220464,1238102,1182213,1137259,1091157,998247,904921
2007/8/12,830632,773128,729764,716176,703881,701978,712847,766178,869477,974573,1055871,1131293,1176850,1191114,1223732,1263185,1290511,1327454,1354668,1315304,1289379,1230481,1127713,1017313
2007/8/17,1019977,963746,925567,903250,902852,933496,991592,1044751,1108926,1184848,1259971,1300618,1321868,1376260,1415518,1430308,1450204,1431173,1409994,1353781,1314595,1248433,1167419,1047666
